Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
13.0,Low Fat,0.099887103,Household,45.906,,Tier 2,Supermarket Type1,838.908,19
8.945,Regular,0.087823675,Dairy,261.091,,Tier 2,Supermarket Type1,3418.883,24
9.6,Regular,0.022404493,Breads,102.499,,Tier 2,Supermarket Type1,2579.975,19
18.85,Low Fat,0.090850115,Hard Drinks,126.6336,Small,Tier 2,Supermarket Type1,1150.5024,22
6.78,Low Fat,0.066892471,Fruits and Vegetables,186.424,Medium,Tier 3,Supermarket Type2,1304.968,17
15.6,Low Fat,0.045168898,Dairy,242.9854,Medium,Tier 3,Supermarket Type2,2175.1686,17
17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,High,Tier 3,Supermarket Type1,691.1004,39
18.6,LF,0.118419683,Others,58.3588,,Tier 2,Supermarket Type1,1545.9876,24
19.6,Low Fat,0.0,Health and Hygiene,150.3024,Medium,Tier 3,Supermarket Type2,2580.6408,17
9.3,Low Fat,0.067055339,Frozen Foods,184.2292,Medium,Tier 3,Supermarket Type2,1277.0044,17
11.5,Low Fat,0.0,Fruits and Vegetables,129.3652,High,Tier 3,Supermarket Type1,2066.6432,39
,Regular,0.086905536,Fruits and Vegetables,78.8644,Small,Tier 1,Grocery Store,314.2576,41
6.135,Low Fat,0.132183029,Soft Drinks,115.086,,Tier 3,Grocery Store,452.744,28
15.75,Low Fat,0.054920146,Baking Goods,195.8452,Small,Tier 2,Supermarket Type1,4893.63,22
11.5,Regular,0.126114605,Frozen Foods,99.3358,Medium,Tier 3,Supermarket Type2,804.2864,17
13.0,Regular,0.030064132,Canned,58.022,High,Tier 3,Supermarket Type1,898.83,39
11.8,Low Fat,0.11507174,Soft Drinks,198.2084,High,Tier 3,Supermarket Type1,3769.7596,39
18.0,Low Fat,0.008589133,Baking Goods,81.0618,,Tier 2,Supermarket Type1,1450.1124,19
20.85,Regular,0.094512029,Breads,104.5648,,Tier 3,Grocery Store,207.7296,28
,Low Fat,0.104784329,Health and Hygiene,266.0226,Small,Tier 1,Grocery Store,528.6452,41
19.7,Low Fat,0.0,Hard Drinks,125.9362,Medium,Tier 1,Supermarket Type1,1635.8706,27
12.15,Low Fat,0.015460726,Frozen Foods,211.8928,Small,Tier 1,Supermarket Type1,5890.9984,29
20.1,Low Fat,0.124910635,Dairy,109.6228,,Tier 3,Grocery Store,110.5228,28
,Low Fat,0.01561108,Household,182.5976,Medium,Tier 3,Supermarket Type3,5070.7328,41
14.15,Low Fat,0.042352822,Dairy,51.6982,Medium,Tier 3,Supermarket Type2,1262.3568,17
6.63,Regular,0.010937229,Snack Foods,55.8588,Small,Tier 2,Supermarket Type1,801.6232,22
15.2,Low Fat,0.0,Soft Drinks,96.6752,Small,Tier 1,Supermarket Type1,479.376,29
18.0,Low Fat,0.12470444,Frozen Foods,120.3124,,Tier 2,Supermarket Type1,2725.7852,24
6.67,Regular,0.0,Snack Foods,133.0626,Medium,Tier 1,Supermarket Type1,1573.9512,27
19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,Medium,Tier 1,Supermarket Type1,2892.2352,27
20.7,Low Fat,0.021518435,Baking Goods,157.5288,Medium,Tier 3,Supermarket Type2,1571.288,17
11.1,LF,0.010639596,Canned,84.1908,Small,Tier 2,Supermarket Type1,755.0172,22
9.0,Low Fat,0.079668739,Canned,79.6644,Medium,Tier 3,Supermarket Type2,1571.288,17
18.75,low fat,0.052766297,Snack Foods,189.7504,High,Tier 3,Supermarket Type1,2492.7552,39
16.75,Low Fat,0.029799965,Snack Foods,39.1822,,Tier 2,Supermarket Type1,314.2576,24
15.2,Low Fat,0.012184999,Health and Hygiene,50.3034,,Tier 2,Supermarket Type1,145.8102,19
10.0,Low Fat,0.076755106,Frozen Foods,141.618,,Tier 3,Grocery Store,139.818,28
,Low Fat,0.185306514,Breads,125.6046,Small,Tier 1,Grocery Store,622.523,41
20.2,Regular,0.096906831,Meat,175.5028,Medium,Tier 3,Supermarket Type2,6729.9064,17
15.2,Low Fat,0.091763303,Snack Foods,228.5352,Small,Tier 1,Supermarket Type1,1832.2816,29
16.0,Low Fat,0.099053537,Household,212.6902,High,Tier 3,Supermarket Type1,637.1706,39
18.7,Low Fat,0.0,Snack Foods,256.6672,Medium,Tier 3,Supermarket Type2,3068.0064,17
12.6,Low Fat,0.09619424,Snack Foods,210.8612,Small,Tier 2,Supermarket Type1,1254.3672,22
,low fat,0.020876485,Health and Hygiene,133.7942,Medium,Tier 3,Supermarket Type3,1722.4246,41
8.42,Low Fat,0.187918654,Health and Hygiene,65.4168,,Tier 3,Grocery Store,127.8336,28
12.35,Low Fat,0.163805509,Household,117.6124,High,Tier 3,Supermarket Type1,3910.9092,39
17.75,Low Fat,0.111931193,Others,108.8912,,Tier 2,Supermarket Type1,327.5736,19
19.35,Regular,0.049736267,Fruits and Vegetables,76.8644,,Tier 2,Supermarket Type1,1571.288,24
6.32,Low Fat,0.021287234,Meat,38.5822,,Tier 3,Grocery Store,78.5644,28
,Low Fat,0.025164132,Health and Hygiene,152.6024,Medium,Tier 3,Supermarket Type3,6072.096,41
12.15,Low Fat,0.018410515,Frozen Foods,252.1698,Small,Tier 1,Supermarket Type1,2283.0282,29
15.75,Low Fat,0.135836828,Household,100.37,,Tier 2,Supermarket Type1,1298.31,19
9.195,low fat,0.080442371,Household,107.7622,,Tier 3,Grocery Store,105.8622,28
11.35,reg,0.043402224,Fruits and Vegetables,197.0742,,Tier 2,Supermarket Type1,2587.9646,19
,Low Fat,0.085538477,Snack Foods,169.2816,Medium,Tier 3,Supermarket Type3,3523.4136,41
8.155,LF,0.119351235,Meat,190.153,High,Tier 3,Supermarket Type1,4933.578,39
12.3,Low Fat,0.128136346,Household,248.346,,Tier 3,Grocery Store,985.384,28
9.895,Regular,0.028765486,Canned,115.3492,Medium,Tier 1,Supermarket Type1,1274.3412,27
5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,Small,Tier 1,Supermarket Type1,2022.7004,29
14.5,Low Fat,0.01950565,Others,163.921,Medium,Tier 1,Supermarket Type1,2446.815,27
19.2,Low Fat,0.129731747,Household,196.211,,Tier 3,Grocery Store,589.233,28
,Low Fat,0.028048877,Household,106.1964,Small,Tier 1,Grocery Store,210.3928,41
7.42,Regular,0.021617397,Seafood,185.0582,,Tier 2,Supermarket Type1,5201.2296,24
,Low Fat,0.044391149,Canned,164.3842,Medium,Tier 3,Supermarket Type3,4476.1734,41
8.975,Regular,0.05272914,Canned,86.4224,Small,Tier 1,Supermarket Type1,1022.6688,29
5.75,Regular,0.075287081,Dairy,115.3176,Medium,Tier 1,Supermarket Type1,572.588,27
12.65,Regular,0.075981306,Frozen Foods,192.3846,High,Tier 3,Supermarket Type1,1910.846,39
13.5,Low Fat,0.101231721,Baking Goods,86.254,,Tier 3,Grocery Store,173.108,28
17.1,Low Fat,0.0,Household,167.0842,Medium,Tier 3,Supermarket Type2,1326.2736,17
14.3,Regular,0.034551415,Baking Goods,98.1726,Medium,Tier 3,Supermarket Type2,685.1082,17
16.6,Low Fat,0.050369191,Canned,117.2124,Medium,Tier 1,Supermarket Type1,1422.1488,27
19.6,Low Fat,0.041459372,Household,89.6514,Medium,Tier 3,Supermarket Type2,1239.7196,17
,LF,0.0,Fruits and Vegetables,245.0144,Medium,Tier 3,Supermarket Type3,3185.1872,41
,Low Fat,0.00994477,Household,177.837,Medium,Tier 3,Supermarket Type3,6528.169,41
16.7,Regular,0.06082402,Baking Goods,98.7384,High,Tier 3,Supermarket Type1,1773.6912,39
13.65,Regular,0.072898645,Frozen Foods,198.1426,Small,Tier 2,Supermarket Type1,1977.426,22
8.18,Low Fat,0.013130031,Household,142.6154,Small,Tier 1,Supermarket Type1,709.077,29
10.1,Regular,0.045653999,Snack Foods,35.6848,High,Tier 3,Supermarket Type1,633.8416,39
,Low Fat,0.19033746,Snack Foods,159.4578,Small,Tier 1,Grocery Store,160.4578,41
9.195,Regular,0.047081398,Frozen Foods,51.1666,High,Tier 3,Supermarket Type1,1179.1318,39
6.155,Regular,0.095195306,Meat,213.956,,Tier 2,Supermarket Type1,2343.616,19
12.85,Low Fat,0.033192524,Fruits and Vegetables,199.0768,High,Tier 3,Supermarket Type1,3153.2288,39
10.65,Low Fat,0.048686689,Others,164.1526,Small,Tier 1,Supermarket Type1,1808.9786,29
13.65,Regular,0.080804019,Frozen Foods,261.1936,,Tier 2,Supermarket Type1,2348.9424,24
5.785,Regular,0.038817121,Fruits and Vegetables,262.6252,Medium,Tier 1,Supermarket Type1,524.6504,27
9.6,Low Fat,0.011211251,Household,166.9184,,Tier 3,Grocery Store,660.4736,28
7.315,Low Fat,0.015364173,Snack Foods,154.334,Medium,Tier 3,Supermarket Type2,4287.752,17
,Regular,0.030476541,Snack Foods,252.2724,Medium,Tier 3,Supermarket Type3,5033.448,41
18.7,Low Fat,0.037835765,Fruits and Vegetables,111.1886,,Tier 2,Supermarket Type1,2334.9606,19
19.25,Regular,0.034699737,Canned,141.7496,Small,Tier 1,Supermarket Type1,4093.3384,29
6.78,Low Fat,0.066565644,Fruits and Vegetables,185.324,High,Tier 3,Supermarket Type1,3914.904,39
10.1,Regular,0.089688978,Fruits and Vegetables,225.5088,,Tier 3,Grocery Store,1342.2528,28
6.59,Low Fat,0.026180032,Household,120.7098,Small,Tier 2,Supermarket Type1,2530.7058,22
,Regular,0.0,Frozen Foods,230.0668,Small,Tier 1,Grocery Store,691.1004,41
8.71,Low Fat,0.139795569,Canned,47.2376,Medium,Tier 3,Supermarket Type2,910.8144,17
12.15,Low Fat,0.131445848,Frozen Foods,246.846,,Tier 2,Supermarket Type1,6404.996,24
10.5,Regular,0.116673795,Baking Goods,161.721,Small,Tier 1,Supermarket Type1,3588.662,29
,low fat,0.17514326,Fruits and Vegetables,222.3772,Medium,Tier 3,Supermarket Type3,9562.2196,41
11.15,Regular,0.085931544,Snack Foods,169.679,Small,Tier 1,Supermarket Type1,1018.674,29
8.235,Low Fat,0.014482153,Health and Hygiene,182.295,Medium,Tier 1,Supermarket Type1,3661.9,27
20.0,Regular,0.051596927,Frozen Foods,128.0678,,Tier 2,Supermarket Type1,1780.3492,24
7.75,Regular,0.082915017,Frozen Foods,34.9558,Small,Tier 2,Supermarket Type1,645.1602,22
6.715,Regular,0.203510667,Baking Goods,41.0454,,Tier 3,Grocery Store,251.6724,28
5.985,Low Fat,0.096337184,Frozen Foods,125.2678,,Tier 2,Supermarket Type1,763.0068,19
20.85,Regular,0.062350672,Baking Goods,86.9514,,Tier 2,Supermarket Type1,1416.8224,24
17.5,LF,0.013658248,Frozen Foods,256.3304,Medium,Tier 1,Supermarket Type1,6199.9296,27
,Low Fat,0.077132215,Household,197.411,Medium,Tier 3,Supermarket Type3,5892.33,41
10.0,Low Fat,0.025822315,Canned,262.7226,Small,Tier 2,Supermarket Type1,3171.8712,22
16.7,Regular,0.054618573,Starchy Foods,65.5168,Small,Tier 2,Supermarket Type1,1022.6688,22
13.8,reg,0.056960814,Snack Foods,230.0984,Medium,Tier 1,Supermarket Type1,3707.1744,27
20.7,Low Fat,0.169776346,Canned,184.4266,Small,Tier 2,Supermarket Type1,3688.532,22
13.6,Regular,0.119361718,Dairy,231.63,Medium,Tier 1,Supermarket Type1,2563.33,27
12.15,Low Fat,0.131921819,Frozen Foods,246.346,,Tier 2,Supermarket Type1,739.038,19
18.6,Low Fat,0.039454924,Frozen Foods,244.0802,Medium,Tier 3,Supermarket Type2,3193.8426,17
,Low Fat,0.034717799,Canned,179.4344,Medium,Tier 3,Supermarket Type3,6066.7696,41
14.85,Regular,0.009995002,Snack Foods,154.463,,Tier 2,Supermarket Type1,3755.112,19
14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,,Tier 3,Grocery Store,108.5254,28
9.27,Low Fat,0.061883353,Dairy,147.905,Medium,Tier 1,Supermarket Type1,1647.855,27
20.1,Regular,0.054565932,Frozen Foods,152.2366,,Tier 2,Supermarket Type1,2418.1856,24
14.15,Low Fat,0.008829806,Household,196.811,Medium,Tier 3,Supermarket Type2,4517.453,17
10.5,Low Fat,0.019046089,Soft Drinks,188.424,Small,Tier 2,Supermarket Type1,2237.088,22
16.0,Low Fat,0.040945898,Snack Foods,143.1496,Small,Tier 1,Supermarket Type1,2258.3936,29
12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,,Tier 3,Grocery Store,394.1536,28
17.6,Regular,0.03928284,Snack Foods,94.641,Medium,Tier 1,Supermarket Type1,2799.689,27
17.25,Regular,0.160095901,Fruits and Vegetables,61.5194,,Tier 2,Supermarket Type1,1052.6298,19
13.85,LF,0.034765901,Hard Drinks,114.2492,,Tier 2,Supermarket Type1,1853.5872,19
16.7,Low Fat,0.0,Fruits and Vegetables,109.1912,Medium,Tier 3,Supermarket Type2,545.956,17
13.0,reg,0.044976367,Soft Drinks,176.2054,Small,Tier 2,Supermarket Type1,1225.7378,22
12.3,Low Fat,0.021984639,Frozen Foods,191.2162,,Tier 2,Supermarket Type1,1924.162,19
10.5,Regular,0.01100413,Snack Foods,167.1842,,Tier 2,Supermarket Type1,2984.1156,24
13.0,Low Fat,0.099325278,Household,45.406,Small,Tier 1,Supermarket Type1,605.878,29
7.42,Regular,0.021661527,Seafood,187.7582,Medium,Tier 3,Supermarket Type2,2600.6148,17
9.8,Low Fat,0.013830218,Soft Drinks,45.306,High,Tier 3,Supermarket Type1,1304.968,39
14.75,Low Fat,0.033024328,Health and Hygiene,236.6906,Medium,Tier 3,Supermarket Type2,3089.9778,17
9.8,Regular,0.073289899,Snack Foods,120.8098,,Tier 2,Supermarket Type1,1325.6078,19
8.655,Regular,0.088693595,Snack Foods,122.5756,,Tier 2,Supermarket Type1,2181.1608,19
15.85,Low Fat,0.0,Snack Foods,55.1956,High,Tier 3,Supermarket Type1,1255.6988,39
7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,Medium,Tier 3,Supermarket Type2,1567.2932,17
16.2,Low Fat,0.019457372,Soft Drinks,153.9972,Medium,Tier 3,Supermarket Type2,1246.3776,17
8.77,reg,0.046762633,Fruits and Vegetables,170.8422,Small,Tier 2,Supermarket Type1,1724.422,22
17.35,Regular,0.146299902,Seafood,150.405,Small,Tier 1,Supermarket Type1,3894.93,29
5.73,Low Fat,0.045371855,Soft Drinks,86.0882,Small,Tier 1,Supermarket Type1,1116.5466,29
8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,,Tier 2,Supermarket Type1,1134.5232,24
9.5,Regular,0.035121963,Fruits and Vegetables,168.6448,High,Tier 3,Supermarket Type1,1022.6688,39
11.35,Low Fat,0.030869612,Snack Foods,49.8008,,Tier 2,Supermarket Type1,708.4112,24
20.35,Low Fat,0.083799283,Meat,184.1292,Small,Tier 1,Supermarket Type1,2189.1504,29
17.35,Low Fat,0.020542737,Others,80.5618,High,Tier 3,Supermarket Type1,322.2472,39
,LF,0.026058181,Household,121.9098,Medium,Tier 3,Supermarket Type3,3374.2744,41
,Regular,0.019114349,Snack Foods,182.1608,Small,Tier 1,Grocery Store,367.5216,41
12.6,Regular,0.021969896,Fruits and Vegetables,248.6092,Small,Tier 1,Supermarket Type1,3237.1196,29
20.35,Regular,0.151044881,Meat,79.2276,Small,Tier 2,Supermarket Type1,649.8208,22
8.39,Low Fat,0.120497266,Household,162.2868,Small,Tier 1,Supermarket Type1,2620.5888,29
,Regular,0.116108797,Baking Goods,164.121,Medium,Tier 3,Supermarket Type3,6035.477,41
,Regular,0.150341867,Meat,83.1276,Medium,Tier 3,Supermarket Type3,1868.2348,41
,Regular,0.042412572,Dairy,119.0782,Medium,Tier 3,Supermarket Type3,1549.3166,41
13.65,Low Fat,0.077670981,Health and Hygiene,55.093,,Tier 2,Supermarket Type1,1301.639,19
20.85,Low Fat,0.037403973,Frozen Foods,192.5478,Small,Tier 1,Supermarket Type1,2906.217,29
20.7,Regular,0.047482391,Dairy,215.9876,Small,Tier 2,Supermarket Type1,3430.2016,22
9.3,Low Fat,0.028638276,Baking Goods,195.8136,Medium,Tier 3,Supermarket Type2,2138.5496,17
8.185,Low Fat,0.038948125,Fruits and Vegetables,115.4808,,Tier 2,Supermarket Type1,820.2656,19
,Low Fat,0.045088724,Dairy,39.7138,Medium,Tier 3,Supermarket Type3,1096.5726,41
10.3,Regular,0.011148865,Snack Foods,84.854,,Tier 2,Supermarket Type1,778.986,24
11.3,LF,0.056434817,Baking Goods,247.8118,Small,Tier 1,Supermarket Type1,2964.1416,29
5.885,Regular,0.092771309,Canned,54.1982,Small,Tier 1,Supermarket Type1,999.3658,29
20.7,Low Fat,0.02689477,Household,76.7354,Small,Tier 2,Supermarket Type1,2482.7682,22
7.56,Low Fat,0.064030636,Frozen Foods,154.463,Medium,Tier 3,Supermarket Type2,2503.408,17
,Low Fat,0.038549197,Hard Drinks,127.5362,Medium,Tier 3,Supermarket Type3,1006.6896,41
9.895,Regular,0.028696932,Canned,117.0492,High,Tier 3,Supermarket Type1,810.9444,39
6.775,Low Fat,0.105225964,Household,84.225,Small,Tier 2,Supermarket Type1,3162.55,22
15.85,Regular,0.110479217,Frozen Foods,36.7506,Medium,Tier 3,Supermarket Type2,531.3084,17
14.0,Regular,0.060376776,Frozen Foods,154.5656,High,Tier 3,Supermarket Type1,2471.4496,39
,LF,0.048980156,Fruits and Vegetables,148.705,Medium,Tier 3,Supermarket Type3,2996.1,41
9.695,Regular,0.029158763,Canned,174.537,Small,Tier 2,Supermarket Type1,1235.059,22
16.0,LF,0.05706009,Dairy,225.0404,Small,Tier 1,Supermarket Type1,4950.8888,29
8.42,Low Fat,0.11227101,Health and Hygiene,63.2168,Small,Tier 1,Supermarket Type1,703.0848,29
,Regular,0.062547321,Baking Goods,88.383,Medium,Tier 3,Supermarket Type3,2067.309,41
12.85,Low Fat,0.121725411,Snack Foods,45.1428,Small,Tier 1,Supermarket Type1,527.3136,29
11.6,Low Fat,0.038736838,Dairy,55.8272,,Tier 2,Supermarket Type1,1454.1072,19
7.55,Low Fat,0.027224917,Canned,152.934,,Tier 2,Supermarket Type1,2450.144,24
19.0,Regular,0.10361083,Fruits and Vegetables,228.372,Medium,Tier 1,Supermarket Type1,905.488,27
10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,Small,Tier 1,Supermarket Type1,1587.2672,29
6.055,Low Fat,0.025552424,Fruits and Vegetables,158.492,,Tier 2,Supermarket Type1,3994.8,19
15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,,Tier 2,Supermarket Type1,3677.2134,24
,Low Fat,0.063649582,Frozen Foods,74.7696,Small,Tier 1,Grocery Store,74.5696,41
19.0,Low Fat,0.111923422,Frozen Foods,106.5622,Small,Tier 1,Supermarket Type1,2117.244,29
9.195,Low Fat,0.115535487,Frozen Foods,59.5246,,Tier 2,Supermarket Type1,810.9444,19
16.5,Regular,0.066237024,Breakfast,183.1292,Small,Tier 2,Supermarket Type1,6385.022,22
8.18,Low Fat,0.02197698,Household,140.6154,,Tier 3,Grocery Store,425.4462,28
12.15,Low Fat,0.011314423,Others,122.973,,Tier 3,Grocery Store,123.173,28
16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,,Tier 2,Supermarket Type1,3559.3668,24
5.46,Regular,0.032308482,Canned,185.224,Medium,Tier 3,Supermarket Type2,2423.512,17
14.6,Regular,0.043201813,Fruits and Vegetables,110.1254,,Tier 2,Supermarket Type1,1844.9318,19
5.48,Low Fat,0.015169739,Frozen Foods,82.225,Medium,Tier 3,Supermarket Type2,2247.075,17
18.2,Regular,0.026064486,Baking Goods,241.8196,Small,Tier 1,Supermarket Type1,4097.3332,29
13.15,Low Fat,0.036879539,Frozen Foods,181.3976,,Tier 2,Supermarket Type1,3078.6592,19
10.3,Low Fat,0.069981909,Dairy,263.0226,High,Tier 3,Supermarket Type1,6079.4198,39
21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,,Tier 3,Grocery Store,190.4188,28
14.35,Low Fat,0.017024598,Health and Hygiene,109.8228,High,Tier 3,Supermarket Type1,2099.9332,39
8.42,Low Fat,0.112249781,Health and Hygiene,64.3168,Small,Tier 2,Supermarket Type1,703.0848,22
20.75,Regular,0.0,Seafood,239.988,,Tier 2,Supermarket Type1,2636.568,24
7.905,Low Fat,0.064163983,Hard Drinks,229.9694,Medium,Tier 1,Supermarket Type1,4567.388,27
20.75,Low Fat,0.035568147,Soft Drinks,151.8024,,Tier 3,Grocery Store,151.8024,28
,Low Fat,0.079146113,Frozen Foods,181.466,Small,Tier 1,Grocery Store,179.766,41
7.52,Regular,0.044023213,Baking Goods,183.095,Small,Tier 1,Supermarket Type1,5492.85,29
13.15,Low Fat,0.036672107,Frozen Foods,182.5976,Small,Tier 1,Supermarket Type1,4165.2448,29
14.0,Low Fat,0.028907832,Health and Hygiene,130.431,Medium,Tier 1,Supermarket Type1,778.986,27
12.35,Regular,0.15911489,Meat,158.1946,Medium,Tier 3,Supermarket Type2,1104.5622,17
19.35,Low Fat,0.016679143,Frozen Foods,119.3098,Medium,Tier 3,Supermarket Type2,1928.1568,17
9.695,Low Fat,0.114583922,Health and Hygiene,156.4604,,Tier 2,Supermarket Type1,2535.3664,19
,LF,0.112718928,Baking Goods,54.2956,Medium,Tier 3,Supermarket Type3,1310.2944,41
15.0,Low Fat,0.064241345,Hard Drinks,45.206,Medium,Tier 1,Supermarket Type1,792.302,27
7.035,Low Fat,0.02189371,Frozen Foods,262.791,,Tier 2,Supermarket Type1,3681.874,24
19.35,Low Fat,0.033088472,Meat,175.4738,Small,Tier 1,Supermarket Type1,521.3214,29
7.435,Low Fat,0.205605116,Starchy Foods,207.7638,,Tier 3,Grocery Store,621.1914,28
19.1,Low Fat,0.096653315,Fruits and Vegetables,235.1958,High,Tier 3,Supermarket Type1,4673.916,39
6.695,Low Fat,0.075878519,Starchy Foods,194.082,Small,Tier 1,Supermarket Type1,3861.64,29
6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,Medium,Tier 1,Supermarket Type1,4374.306,27
,Regular,0.057835325,Snack Foods,57.5562,Medium,Tier 3,Supermarket Type3,2548.0166,41
8.89,Low Fat,0.005496816,Frozen Foods,102.8016,Medium,Tier 3,Supermarket Type2,1012.016,17
8.5,Low Fat,0.098438394,Canned,51.1324,,Tier 2,Supermarket Type1,259.662,19
19.85,Low Fat,0.064409056,Health and Hygiene,126.7704,Small,Tier 2,Supermarket Type1,1752.3856,22
18.75,Low Fat,0.052146456,Health and Hygiene,104.628,,Tier 2,Supermarket Type1,745.696,24
14.15,Low Fat,0.038123176,Starchy Foods,123.5046,,Tier 2,Supermarket Type1,1992.0736,19
19.25,Regular,0.027135522,Meat,196.311,,Tier 2,Supermarket Type1,3142.576,24
10.65,Regular,0.085308611,Snack Foods,230.2668,,Tier 2,Supermarket Type1,5759.17,24
7.68,Low Fat,0.153419412,Health and Hygiene,86.4224,,Tier 2,Supermarket Type1,511.3344,19
,Low Fat,0.085715273,Frozen Foods,146.6076,Medium,Tier 3,Supermarket Type3,1773.6912,41
13.85,Regular,0.025896485,Frozen Foods,165.021,Small,Tier 1,Supermarket Type1,4078.025,29
18.85,Low Fat,0.167552202,Household,193.1136,Small,Tier 2,Supermarket Type1,2332.9632,22
,Regular,0.098606543,Breakfast,232.73,Small,Tier 1,Grocery Store,932.12,41
,Low Fat,0.293066133,Household,177.0712,Small,Tier 1,Grocery Store,351.5424,41
20.35,Low Fat,0.089608321,Dairy,262.1594,Medium,Tier 1,Supermarket Type1,3139.9128,27
8.89,Low Fat,0.005485618,Frozen Foods,99.3016,,Tier 2,Supermarket Type1,607.2096,24
,Low Fat,0.140582485,Household,47.1718,Small,Tier 1,Grocery Store,141.8154,41
8.1,Regular,0.134870732,Canned,41.948,Medium,Tier 3,Supermarket Type2,199.74,17
6.63,Regular,0.01098386,Snack Foods,55.4588,Medium,Tier 3,Supermarket Type2,343.5528,17
9.695,Regular,0.128805815,Baking Goods,224.0404,Medium,Tier 3,Supermarket Type2,5851.0504,17
14.3,Low Fat,0.130390458,Baking Goods,77.2328,Small,Tier 2,Supermarket Type1,231.6984,22
7.975,LF,0.014713909,Baking Goods,83.125,,Tier 2,Supermarket Type1,2579.975,19
,LF,0.011762847,Household,153.534,Medium,Tier 3,Supermarket Type3,7503.566,41
17.6,Low Fat,0.058209079,Meat,153.6314,,Tier 2,Supermarket Type1,5274.4676,24
17.85,Low Fat,0.06575528,Frozen Foods,151.505,High,Tier 3,Supermarket Type1,2546.685,39
,Low Fat,0.03294861,Household,116.8124,Medium,Tier 3,Supermarket Type3,2488.7604,41
17.6,Low Fat,0.016804724,Snack Foods,163.4552,,Tier 3,Grocery Store,649.8208,28
5.34,Regular,0.005962753,Snack Foods,102.4358,Small,Tier 2,Supermarket Type1,2010.716,22
19.75,Low Fat,0.012448294,Fruits and Vegetables,188.2872,Small,Tier 1,Supermarket Type1,2647.2208,29
17.6,Regular,0.03922186,Snack Foods,97.241,Small,Tier 1,Supermarket Type1,193.082,29
16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,High,Tier 3,Supermarket Type1,7452.9652,39
17.7,Regular,0.016664252,Fruits and Vegetables,47.9034,Medium,Tier 3,Supermarket Type2,729.051,17
6.695,Low Fat,0.03408026,Frozen Foods,220.8456,Medium,Tier 3,Supermarket Type2,5084.0488,17
14.65,Low Fat,0.011212719,Others,55.6614,,Tier 2,Supermarket Type1,1049.9666,24
,LF,0.074830794,Snack Foods,125.9046,Medium,Tier 3,Supermarket Type3,4482.1656,41
19.2,Low Fat,0.041395775,Household,129.731,Medium,Tier 3,Supermarket Type2,1298.31,17
16.1,Regular,0.047792845,Frozen Foods,126.1362,Small,Tier 2,Supermarket Type1,3271.7412,22
8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,,Tier 3,Grocery Store,234.3616,28
7.64,Regular,0.071104408,Snack Foods,95.012,,Tier 2,Supermarket Type1,1864.24,19
9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,,Tier 2,Supermarket Type1,1966.7732,19
7.42,Regular,0.036109859,Seafood,186.5582,,Tier 3,Grocery Store,185.7582,28
8.43,Low Fat,0.177694846,Household,171.1422,Small,Tier 1,Supermarket Type1,2586.633,29
15.0,Regular,0.054488534,Canned,57.5904,,Tier 2,Supermarket Type1,468.7232,24
19.7,Regular,0.018126724,Meat,101.799,,Tier 2,Supermarket Type1,1135.189,19
9.5,Regular,0.221856492,Frozen Foods,231.8668,,Tier 3,Grocery Store,230.3668,28
,Low Fat,0.027532258,Household,185.0608,Small,Tier 1,Grocery Store,551.2824,41
6.825,Regular,0.078057026,Canned,154.5998,,Tier 3,Grocery Store,153.7998,28
7.5,Low Fat,0.032677678,Frozen Foods,239.0906,Medium,Tier 1,Supermarket Type1,5942.265,27
14.0,Low Fat,0.024369007,Household,40.2454,Medium,Tier 1,Supermarket Type1,922.7988,27
5.34,Regular,0.005997615,Snack Foods,100.4358,,Tier 2,Supermarket Type1,1508.037,19
9.0,Low Fat,0.038917891,Soft Drinks,35.919,Small,Tier 2,Supermarket Type1,1171.808,22
19.5,LF,0.082483516,Canned,179.2002,High,Tier 3,Supermarket Type1,2865.6032,39
8.21,low fat,0.010808272,Hard Drinks,150.5392,Medium,Tier 3,Supermarket Type2,1043.9744,17
8.85,Low Fat,0.053950661,Fruits and Vegetables,182.7292,Medium,Tier 1,Supermarket Type1,4925.5884,27
19.6,Low Fat,0.024222321,Dairy,45.5718,Small,Tier 2,Supermarket Type1,945.436,22
,Low Fat,0.052964982,Fruits and Vegetables,57.793,Medium,Tier 3,Supermarket Type3,1754.383,41
,Regular,0.026949463,Meat,197.711,Medium,Tier 3,Supermarket Type3,4910.275,41
